,lot,am_or_pm,browser_info,company,credit_card,cc_exp_date,cc_security_code,cc_provider,job,ip_address,language,purchase_price
589,16 wu,AM,Opera/9.99.(Windows NT 6.2; en-US) Presto/2.9.162 Version/10.00,Grant Group,6011532973297894,06/25,774,Discover,Cytogeneticist,204.72.195.86,fr,19.17
590,89 KI,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),Morton LLC,6011490767225094,10/24,638,VISA 16 digit,"Physicist, medical",244.251.248.121,en,22.78
591,37 tc,AM,Mozilla/5.0 (Windows NT 6.1; it-IT; rv:1.9.1.20) Gecko/2016-05-21 16:10:16 Firefox/14.0,Williams PLC,30349076345953,02/26,658,Maestro,TEFL teacher,211.30.172.31,es,66.38
592,01 vh,PM,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.824.0 Safari/5342",Gonzalez PLC,3158905816200210,06/23,764,JCB 16 digit,Charity fundraiser,88.90.163.59,el,73.12
593,10 fx,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.20.7 (KHTML, like Gecko) Version/5.0.2 Safari/531.20.7","Miller, Rodriguez and Horton",869986795719426,09/22,583,JCB 16 digit,Health promotion specialist,216.169.53.77,el,4.35
594,15 tz,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.3.20) Gecko/2011-07-10 00:47:25 Firefox/3.8,"Short, Harrison and Williams",4361541745200574,01/21,272,American Express,Research scientist (physical sciences),228.184.202.172,el,30.85
595,40 EL,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-US) AppleWebKit/531.24.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.24.2",Hernandez Group,5295956440215511,05/24,504,JCB 15 digit,Fashion designer,20.89.252.72,pt,25.34
596,81 NO,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),Palmer Inc,6011907415493188,10/18,9,VISA 16 digit,Geographical information systems officer,223.154.118.132,pt,81.74
597,59 qs,AM,Opera/9.94.(Windows NT 5.1; sl-SI) Presto/2.9.180 Version/10.00,"Edwards, Garcia and Cunningham",5362875348667458,03/22,232,JCB 16 digit,"Engineer, petroleum",209.195.173.135,pt,52.04
598,07 fV,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.35.2 (KHTML, like Gecko) Version/5.0 Safari/531.35.2","Henderson, Haney and Hayden",4975281271563156,10/20,9552,VISA 16 digit,Planning and development surveyor,53.65.89.21,ru,57.72
599,70 ox,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Martinez-Bernard,869949055956153,08/26,9977,JCB 16 digit,Water quality scientist,95.10.167.241,zh,1.69
600,70 Gd,PM,"Mozilla/5.0 (Windows 95) AppleWebKit/5322 (KHTML, like Gecko) Chrome/13.0.884.0 Safari/5322","Sherman, Key and Taylor",372390906133595,12/25,239,Diners Club / Carte Blanche,Tree surgeon,238.180.123.50,de,49.84
601,15 si,AM,Opera/9.42.(X11; Linux i686; it-IT) Presto/2.9.190 Version/10.00,"Sutton, Petty and Adams",5370571191481689,10/25,431,Maestro,Corporate investment banker,109.161.58.105,fr,8.31
602,58 pE,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),Rogers and Sons,340418516214478,03/17,572,Mastercard,"Administrator, education",151.239.18.207,es,20.42
603,97 Wa,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2015-12-17 13:23:06 Firefox/3.8,Johnson LLC,869917981112423,06/22,848,VISA 13 digit,Building control surveyor,245.210.59.148,el,52.52
604,04 df,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),Francis-Wallace,30227765785442,02/22,831,VISA 16 digit,"Engineer, maintenance",186.30.158.162,it,33.05
605,04 ue,PM,Mozilla/5.0 (Windows 95; it-IT; rv:1.9.1.20) Gecko/2015-05-05 18:02:26 Firefox/6.0,Payne Inc,4832715559631,08/26,115,American Express,Public house manager,217.152.12.72,el,73.16
606,07 ut,AM,"Mozilla/5.0 (Windows 95) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.892.0 Safari/5321",Schroeder-Davidson,5491055548601797,12/17,78,Maestro,"Lighting technician, broadcasting/film/video",23.51.110.91,el,88.18
607,65 iZ,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6; rv:1.9.4.20) Gecko/2015-06-22 03:52:06 Firefox/3.8,Weaver Ltd,5550410409881053,05/19,403,Voyager,Building control surveyor,39.168.92.96,en,18.08
608,06 LC,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1),Armstrong-Hawkins,3096918680035161,11/23,950,VISA 16 digit,"Designer, textile",154.77.69.217,es,52.75
609,27 gL,PM,Mozilla/5.0 (Windows NT 5.01; sl-SI; rv:1.9.1.20) Gecko/2014-11-22 03:17:48 Firefox/3.8,Davis-Miller,869916449448346,01/25,622,JCB 15 digit,"Designer, interior/spatial",218.138.26.138,fr,9.89
610,49 Pj,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),Thomas PLC,4040425683165834,09/22,679,Discover,Public librarian,197.230.18.128,pt,74.44
611,69 Lq,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; rv:1.9.5.20) Gecko/2012-06-15 02:16:27 Firefox/3.6.6,"Romero, Shelton and Jensen",4978423785883,01/23,731,American Express,"Development worker, community",152.198.238.98,ru,78.78
612,30 dB,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Madden Inc,180094650587558,08/23,9673,Diners Club / Carte Blanche,Arts development officer,98.83.12.35,it,53.8
613,71 Cc,AM,Opera/8.42.(Windows 95; sl-SI) Presto/2.9.171 Version/11.00,Tucker-Patterson,180008196690320,02/25,853,Mastercard,Technical author,167.244.203.103,de,87.67
614,96 IL,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9; rv:1.9.4.20) Gecko/2013-11-21 17:50:49 Firefox/3.8,Morse-Ramsey,341782020711637,06/26,510,VISA 16 digit,Private music teacher,23.244.98.181,en,69.35
615,71 PW,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/5360","Thornton, Harris and Bentley",630417529991,01/22,76,JCB 15 digit,Orthoptist,133.211.56.113,es,47.84
616,75 mE,PM,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/15.0.885.0 Safari/5342",Owen Ltd,4435703234173,10/23,826,JCB 16 digit,Actor,57.100.201.253,it,23.2
617,36 qR,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/13.0.836.0 Safari/5351","Adkins, King and Long",869944226235520,06/17,244,Maestro,Hydrogeologist,210.86.90.60,pt,26.38
618,58 wX,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),Todd-Wong,869983847908016,11/19,506,VISA 16 digit,Furniture designer,219.231.210.80,el,71.17
619,27 Tk,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5 rv:4.0; en-US) AppleWebKit/535.40.5 (KHTML, like Gecko) Version/4.0 Safari/535.40.5","Solomon, Jenkins and Whitney",5221831684037963,11/16,850,American Express,"Production assistant, television",148.245.246.187,fr,67.36
620,01 Gp,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2012-03-04 13:13:43 Firefox/8.0,Wolfe-Walker,30264705255905,08/17,419,Maestro,Interior and spatial designer,207.241.127.1,ru,1.95
621,79 te,AM,Opera/8.13.(Windows NT 6.1; en-US) Presto/2.9.174 Version/12.00,"Joseph, Parker and Gray",6011893446000582,05/25,330,JCB 16 digit,Engineering geologist,204.58.171.91,pt,25.58
622,15 QV,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.5.20) Gecko/2013-12-20 21:44:15 Firefox/3.6.7,Hernandez-Ware,6011426103862851,04/17,3816,Maestro,"Embryologist, clinical",136.38.170.214,pt,36.39
623,01 lB,PM,Opera/8.61.(Windows NT 5.1; it-IT) Presto/2.9.172 Version/12.00,Ward-Smith,372434920082089,08/22,713,JCB 16 digit,Risk analyst,201.101.152.26,zh,61.27
624,83 iI,AM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.47.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.47.2",Ramirez Group,5163205235789952,04/24,327,VISA 13 digit,Press photographer,182.49.47.243,en,15.18
625,43 jy,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.44.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.44.1",Green-Hawkins,3112586929605779,03/20,989,JCB 16 digit,Licensed conveyancer,252.192.164.188,el,61.68
626,40 pU,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sl-SI) AppleWebKit/535.2.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.2.6","Mann, Ortega and Serrano",379583603484179,05/25,991,JCB 16 digit,Marketing executive,187.209.211.209,es,27.78
627,95 En,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/13.0.814.0 Safari/5341",Butler Ltd,3088098560519491,06/23,339,Diners Club / Carte Blanche,Homeopath,64.174.251.241,pt,41.3
628,27 XW,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1),Rodriguez-White,4477193383701363,10/21,644,VISA 16 digit,"Therapist, speech and language",61.102.50.11,el,52.86
629,08 cA,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:5.0; sl-SI) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/5.0.1 Safari/534.18.5",Harmon-Bailey,5115568026467842,08/18,117,VISA 16 digit,Equities trader,249.69.91.237,de,7.47
630,92 SC,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6) AppleWebKit/5362 (KHTML, like Gecko) Chrome/14.0.864.0 Safari/5362","Hall, Martinez and Warren",346680847297100,04/23,5247,Voyager,Television production assistant,247.125.255.126,it,69.48
631,16 Dr,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-09-12 13:50:33 Firefox/3.8,"Best, Evans and Nielsen",4160744409812303,01/19,34,VISA 16 digit,Early years teacher,84.98.74.129,fr,82.41
632,31 jg,AM,Opera/8.63.(Windows NT 6.2; sl-SI) Presto/2.9.170 Version/12.00,Kemp-Barnes,210079476413786,07/23,507,VISA 16 digit,Landscape architect,57.86.104.131,en,79.62
633,33 Mw,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.882.0 Safari/5340",Smith LLC,30417570189795,07/22,180,JCB 15 digit,"Librarian, academic",144.237.122.36,zh,25.64
634,05 IO,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-11-17 04:33:14 Firefox/3.6.1,Webster PLC,869968776715359,06/17,873,VISA 13 digit,Clinical research associate,86.20.51.162,it,56.33
635,15 dX,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.4.20) Gecko/2012-10-06 22:37:50 Firefox/3.6.3,"Green, Harris and Hall",3096855296180603,06/23,738,VISA 13 digit,Web designer,175.26.24.98,es,94.91
636,58 Gj,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),Ford-Edwards,869952062658911,03/22,886,American Express,Fine artist,208.57.45.157,de,13.91
637,25 DH,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.4.20) Gecko/2016-04-28 17:44:01 Firefox/3.8,Woods Group,6011275817280086,12/16,528,Diners Club / Carte Blanche,Paramedic,98.0.111.42,it,84.35
638,27 Io,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.0),Cooper Group,4705800820758624,08/24,813,Discover,Retail merchandiser,82.6.191.152,de,55.89
639,81 Nw,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.0),Lam and Sons,3112189358166130,06/23,412,VISA 16 digit,Call centre manager,45.84.103.177,ru,76.11
640,78 KK,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.864.0 Safari/5362",Stout PLC,342018579460782,12/17,432,JCB 15 digit,"Engineer, civil (consulting)",87.10.139.217,it,82.5
641,70 tX,AM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5331 (KHTML, like Gecko) Chrome/15.0.813.0 Safari/5331",Haynes-Hunter,502083807524,08/24,446,JCB 16 digit,"Sound technician, broadcasting/film/video",137.51.162.174,zh,47.08
642,33 Fc,AM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.9.7 (KHTML, like Gecko) Version/5.0.5 Safari/534.9.7",James-Thomas,4460986803668370,01/25,427,Diners Club / Carte Blanche,IT technical support officer,106.20.112.16,ru,6.0
643,50 Ju,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.885.0 Safari/5322",Mccormick-Reyes,3088673198558812,09/22,962,Diners Club / Carte Blanche,Health service manager,17.207.34.66,el,12.95
644,05 HQ,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:3.0; en-US) AppleWebKit/531.40.4 (KHTML, like Gecko) Version/4.1 Safari/531.40.4","Simmons, Williams and Moore",869990064800826,01/25,220,Diners Club / Carte Blanche,Clinical psychologist,86.146.167.208,en,58.57
645,87 mI,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.11.6 (KHTML, like Gecko) Version/5.0.2 Safari/532.11.6",Hopkins Group,4841213112778653,01/18,169,Diners Club / Carte Blanche,Exercise physiologist,49.181.82.132,en,42.3
646,39 Fp,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5322 (KHTML, like Gecko) Chrome/13.0.819.0 Safari/5322",Carpenter LLC,5385023425163603,07/21,539,Mastercard,Financial manager,13.54.166.184,zh,94.64
647,80 Ni,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),King-Smith,210004343559926,01/19,281,JCB 15 digit,Estate manager/land agent,15.20.136.172,pt,50.71
648,54 iF,AM,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.2.20) Gecko/2014-09-03 20:12:31 Firefox/3.6.5,Jackson Group,3096725302192134,11/21,888,American Express,Electrical engineer,139.179.235.205,es,58.66
649,04 OT,PM,Opera/8.46.(X11; Linux i686; it-IT) Presto/2.9.186 Version/12.00,"Meadows, Watson and Christensen",4411203263665,02/20,221,VISA 13 digit,"Psychologist, prison and probation services",104.106.85.239,de,48.81
650,97 Tc,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.46.5 (KHTML, like Gecko) Version/5.1 Safari/532.46.5","Benson, Peterson and Liu",5367378986436448,03/23,491,VISA 16 digit,Planning and development surveyor,53.252.159.229,fr,38.14
651,95 Cj,AM,Opera/8.60.(X11; Linux i686; en-US) Presto/2.9.179 Version/12.00,Harrison-Brown,3158709029623733,12/19,50,Mastercard,"Journalist, magazine",173.228.191.223,it,33.88
652,47 yg,PM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.879.0 Safari/5361","Campbell, Sanders and Matthews",4749523858986200,10/21,821,Maestro,Special educational needs teacher,76.5.107.188,de,3.09
653,77 Qg,AM,Opera/9.38.(X11; Linux x86_64; en-US) Presto/2.9.185 Version/10.00,Rojas PLC,3337201016630115,08/22,462,Maestro,Planning and development surveyor,150.70.129.161,el,67.28
654,08 Hx,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4 rv:6.0; en-US) AppleWebKit/534.6.3 (KHTML, like Gecko) Version/4.1 Safari/534.6.3",Luna Group,30051640301088,11/18,234,VISA 13 digit,Dance movement psychotherapist,152.246.41.138,ru,68.32
655,83 Ku,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/15.0.856.0 Safari/5332",Duarte-Lawson,4757352203666,10/20,12,JCB 16 digit,Market researcher,5.90.115.95,el,88.05
656,97 Vi,AM,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5332 (KHTML, like Gecko) Chrome/14.0.860.0 Safari/5332",Burton-Shah,675959379164,07/25,286,VISA 16 digit,Operational investment banker,236.74.111.10,es,15.54
657,18 Lz,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.31.2 (KHTML, like Gecko) Version/5.0 Safari/535.31.2",Mills Inc,561263836117,10/18,610,VISA 16 digit,Animator,131.31.230.206,de,72.28
658,86 dQ,PM,Opera/9.99.(Windows CE; sl-SI) Presto/2.9.169 Version/12.00,Mason Inc,4546162988529,01/20,324,American Express,Risk analyst,208.142.150.192,it,92.08
659,15 ah,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:4.0; sl-SI) AppleWebKit/535.9.3 (KHTML, like Gecko) Version/4.0.5 Safari/535.9.3","Kelley, Mcmillan and Lowe",3096092817307065,03/18,271,Voyager,"Designer, interior/spatial",62.177.30.77,fr,24.3
660,03 Jp,PM,Opera/9.76.(Windows 98; Win 9x 4.90; it-IT) Presto/2.9.162 Version/12.00,Callahan-Tran,345244862722475,06/24,490,Diners Club / Carte Blanche,Legal executive,154.250.32.175,zh,93.16
661,24 gG,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-04-01 01:39:46 Firefox/3.6.19,"Stevenson, Cook and Soto",869929363338880,03/19,923,JCB 16 digit,Plant breeder/geneticist,53.174.66.72,es,8.0
662,96 lm,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.39.4 (KHTML, like Gecko) Version/5.1 Safari/534.39.4","Ware, Harding and Levy",376235738239233,06/23,273,JCB 16 digit,"Engineer, maintenance",245.117.111.68,ru,22.88
663,18 LM,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; en-US) AppleWebKit/534.6.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.6.4",Shelton-Roman,3088207142091776,04/18,630,VISA 16 digit,Event organiser,197.32.4.232,zh,81.81
664,17 nh,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9; rv:1.9.2.20) Gecko/2012-06-05 14:05:12 Firefox/3.8,"Fitzpatrick, Lamb and Bell",501819164507,11/20,130,JCB 16 digit,Animator,212.149.77.171,it,89.69
665,36 PG,PM,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/13.0.884.0 Safari/5351","Castro, Bailey and Smith",4311880887831130,03/22,860,Mastercard,Manufacturing engineer,64.143.91.7,en,42.94
666,67 Wx,PM,Opera/8.89.(Windows NT 6.1; it-IT) Presto/2.9.189 Version/12.00,Glover Ltd,869937761638884,11/21,668,JCB 15 digit,Microbiologist,29.58.28.94,zh,89.71
667,56 vh,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3 rv:3.0; en-US) AppleWebKit/535.22.5 (KHTML, like Gecko) Version/4.0.1 Safari/535.22.5",Morales Inc,3528962991454388,04/25,840,JCB 15 digit,Travel agency manager,245.192.168.164,el,63.17
668,27 pn,PM,Opera/8.47.(X11; Linux x86_64; en-US) Presto/2.9.175 Version/10.00,"Soto, Acevedo and Davis",3528269629605484,05/25,930,JCB 16 digit,Call centre manager,66.248.23.163,es,11.36
669,74 Pe,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7; rv:1.9.3.20) Gecko/2014-09-05 08:35:24 Firefox/3.8,"Edwards, Austin and Paul",676250658579,02/26,13,JCB 15 digit,"Biochemist, clinical",149.69.91.115,el,75.65
670,69 Gj,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; it-IT) AppleWebKit/532.28.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.28.4",Bryant-Grimes,869971384196301,08/21,6107,Voyager,Broadcast presenter,45.248.6.98,en,12.38
671,13 Du,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0 Safari/535.31.3","Garza, Hatfield and Prince",869986242787802,07/25,167,JCB 16 digit,Ranger/warden,60.182.209.126,ru,95.99
672,27 Eu,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),Thompson PLC,6011858297437852,07/26,613,Maestro,Dietitian,190.188.102.254,pt,83.89
673,96 Me,PM,Opera/9.69.(X11; Linux x86_64; en-US) Presto/2.9.186 Version/11.00,"Hill, Gonzalez and Thompson",376179241014636,04/25,994,Mastercard,Editorial assistant,143.197.239.61,zh,17.72
674,37 oB,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.894.0 Safari/5322",Shields LLC,869900998102660,05/26,106,JCB 16 digit,"Scientist, forensic",224.168.134.58,fr,7.38
675,37 rx,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.892.0 Safari/5331","Hunter, Blanchard and Lee",4488616695481172,09/17,790,JCB 16 digit,"Programme researcher, broadcasting/film/video",157.155.80.191,el,30.48
676,80 xn,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),Carr PLC,4125132497039043,05/22,346,Mastercard,Dentist,117.55.74.4,el,46.15
677,62 Nx,AM,Opera/9.49.(Windows 98; Win 9x 4.90; en-US) Presto/2.9.176 Version/12.00,Jones and Sons,4960556611626434,07/26,9255,American Express,Plant breeder/geneticist,235.97.240.112,el,98.97
678,89 Az,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),Watts Group,3158861382595196,07/24,822,American Express,Careers adviser,19.232.191.54,es,5.86
679,05 FA,PM,Opera/9.61.(X11; Linux i686; en-US) Presto/2.9.186 Version/10.00,Roman-Watts,5467723536414495,02/22,944,VISA 16 digit,Aid worker,169.219.96.83,ru,60.94
680,47 EU,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2) AppleWebKit/5360 (KHTML, like Gecko) Chrome/14.0.888.0 Safari/5360",Matthews-Flores,869926942061611,09/18,1009,American Express,Publishing copy,180.3.137.46,fr,83.77
681,10 Tr,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5330 (KHTML, like Gecko) Chrome/13.0.851.0 Safari/5330",Smith Inc,5562159187541761,05/21,225,VISA 16 digit,"Production assistant, radio",222.25.35.179,de,37.12
682,20 xU,PM,Opera/9.30.(Windows 98; Win 9x 4.90; sl-SI) Presto/2.9.165 Version/12.00,"Martin, Baker and Davis",4661224558622,08/19,774,Discover,Estate manager/land agent,149.103.24.37,ru,40.52
683,97 RU,PM,Opera/9.75.(X11; Linux x86_64; sl-SI) Presto/2.9.183 Version/11.00,Moore LLC,501805617799,03/24,906,Mastercard,Environmental education officer,220.235.5.6,pt,2.0
684,68 fD,PM,Mozilla/5.0 (Windows NT 6.0; it-IT; rv:1.9.2.20) Gecko/2013-12-14 04:17:44 Firefox/3.8,"Woods, Adams and Miller",340022510438842,11/18,900,Voyager,"Librarian, public",82.69.7.72,zh,6.24
685,15 bS,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8 rv:4.0; sl-SI) AppleWebKit/534.3.4 (KHTML, like Gecko) Version/5.0 Safari/534.3.4","Wang, Fry and Martinez",6011120120489919,04/23,979,VISA 16 digit,Horticultural therapist,146.218.190.51,es,10.56
686,48 ZW,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1 rv:2.0; en-US) AppleWebKit/532.9.4 (KHTML, like Gecko) Version/5.1 Safari/532.9.4","Lester, Cox and King",3088974516327991,03/21,209,Maestro,Phytotherapist,108.4.249.35,fr,23.81
687,18 HL,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),Johnson-Taylor,5140783995526358,08/24,846,Discover,"Horticulturist, commercial",12.176.94.2,fr,39.73
688,91 kC,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.847.0 Safari/5331",Rowland PLC,30025609167961,12/16,285,Diners Club / Carte Blanche,Translator,28.244.49.204,fr,95.29
689,74 jq,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/15.0.824.0 Safari/5351",Pierce-Hill,30525754340735,04/21,369,Mastercard,Radio producer,78.217.54.246,it,1.52
690,84 sx,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sl-SI) AppleWebKit/534.19.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.19.5",Miller-Rocha,5453696679114195,05/24,7416,Diners Club / Carte Blanche,"Development worker, community",241.57.175.3,de,9.7
691,43 uG,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9 rv:6.0; en-US) AppleWebKit/532.38.7 (KHTML, like Gecko) Version/5.0.1 Safari/532.38.7",Woodward-Smith,5589589054777172,01/20,912,Mastercard,Insurance underwriter,100.36.127.108,es,45.88
692,60 ss,AM,Opera/9.48.(Windows 98; sl-SI) Presto/2.9.183 Version/11.00,Davidson Ltd,4471755060869816,11/22,755,Discover,Web designer,14.104.128.117,zh,29.99
693,71 Ud,PM,Opera/8.89.(Windows NT 6.1; en-US) Presto/2.9.184 Version/12.00,Rich LLC,341458458746227,01/26,117,Discover,Theatre stage manager,127.76.84.102,de,27.93
694,87 mA,AM,Opera/9.26.(Windows 98; en-US) Presto/2.9.190 Version/10.00,"Mason, Thompson and Cortez",4578160315872438,06/24,303,Mastercard,Occupational therapist,224.145.64.71,zh,22.78
